country,payment_date,total_amount
Malaysia,28:54.0,0.99
Latvia,55:42.0,0.99
Sudan,31:08.0,0.99
United States,34:28.0,0.99
India,50:34.0,0.99
Russian Federation,53:04.0,0.99
Israel,01:25.0,0.99
Iran,58:23.0,0.99
Hong Kong,34:37.0,0.99
Japan,25:15.0,0.99
United States,30:47.0,0.99
Indonesia,20:19.0,0.99
Ecuador,14:06.0,0.99
Ukraine,17:51.0,0.99
China,15:00.0,0.99
Japan,25:56.0,0.99
Japan,29:37.0,0.99
China,12:23.0,0.99
Poland,51:40.0,0.99
Iran,01:34.0,0.99
Turkey,33:54.0,0.99
Ecuador,09:28.0,0.99
Indonesia,32:59.0,0.99
Taiwan,23:14.0,0.99
Brazil,00:00.0,0.99
Mexico,05:50.0,0.99
Mexico,12:10.0,0.99
Mexico,35:54.0,0.99
Brazil,17:00.0,0.99
Argentina,21:12.0,0.99
Russian Federation,02:43.0,0.99
Germany,41:48.0,0.99
Argentina,52:21.0,0.99
Egypt,38:23.0,0.99
Germany,11:15.0,0.99
Canada,01:27.0,0.99
India,32:23.0,0.99
Austria,57:17.0,0.99
Colombia,35:30.0,0.99
Ukraine,39:55.0,0.99
India,28:39.0,0.99
Ecuador,12:36.0,0.99
Russian Federation,33:43.0,0.99
Greenland,36:38.0,0.99
China,30:48.0,0.99
South Africa,27:35.0,0.99
Indonesia,03:43.0,0.99
Ukraine,56:15.0,0.99
Italy,49:22.0,0.99
Armenia,02:47.0,0.99
Japan,24:14.0,0.99
India,56:30.0,0.99
Argentina,48:57.0,0.99
Zambia,04:28.0,0.99
Brazil,55:14.0,0.99
Russian Federation,45:44.0,0.99
Nigeria,27:02.0,0.99
Poland,52:08.0,0.99
Argentina,59:42.0,0.99
Colombia,48:43.0,0.99
Mexico,42:29.0,0.99
China,42:39.0,0.99
Saudi Arabia,42:02.0,0.99
Taiwan,36:25.0,0.99
Zambia,43:12.0,0.99
Indonesia,27:23.0,0.99
Mexico,16:26.0,0.99
Russian Federation,23:34.0,0.99
Japan,58:14.0,0.99
Canada,06:03.0,0.99
United States,22:03.0,0.99
Paraguay,04:30.0,0.99
Brazil,56:24.0,0.99
Indonesia,15:03.0,0.99
South Korea,51:21.0,0.99
Tanzania,03:47.0,0.99
United States,41:54.0,0.99
India,10:02.0,0.99
South Africa,37:34.0,0.99
Taiwan,05:55.0,0.99
United States,57:03.0,0.99
Mexico,46:56.0,0.99
India,33:27.0,0.99
Egypt,44:09.0,0.99
Finland,37:20.0,0.99
Nigeria,41:10.0,0.99
Philippines,15:04.0,0.99
Peru,28:06.0,0.99
Hungary,18:41.0,0.99
Netherlands,44:30.0,0.99
Malawi,19:38.0,0.99
South Africa,47:16.0,0.99
Brazil,42:51.0,0.99
India,34:26.0,0.99
Tanzania,09:14.0,0.99
Mexico,34:30.0,0.99
United States,55:40.0,0.99
Germany,07:21.0,0.99
Brunei,34:36.0,0.99
Indonesia,27:36.0,0.99
China,53:17.0,0.99
Estonia,57:09.0,0.99
India,07:38.0,0.99
Venezuela,32:49.0,0.99
Sri Lanka,34:35.0,0.99
Sudan,12:55.0,0.99
Argentina,55:51.0,0.99
Argentina,11:25.0,0.99
China,17:15.0,0.99
Bulgaria,19:19.0,0.99
"Congo, The Democratic Republic of the",45:18.0,0.99
Cambodia,01:57.0,0.99
Japan,48:34.0,0.99
Indonesia,48:14.0,0.99
India,28:38.0,0.99
India,42:50.0,0.99
Thailand,32:01.0,0.99
Tanzania,30:29.0,0.99
China,13:20.0,0.99
United Kingdom,15:48.0,0.99
Nigeria,49:12.0,0.99
Russian Federation,13:18.0,0.99
Egypt,56:42.0,0.99
Japan,29:34.0,0.99
Iran,02:36.0,0.99
Brazil,17:29.0,0.99
Brazil,59:59.0,0.99
South Korea,41:58.0,0.99
United States,08:38.0,0.99
Japan,10:42.0,0.99
Japan,03:32.0,0.99
Argentina,54:54.0,0.99
United States,28:34.0,0.99
Canada,33:57.0,0.99
Brazil,58:12.0,0.99
United States,19:15.0,0.99
Indonesia,54:38.0,0.99
Mozambique,19:56.0,0.99
Philippines,13:03.0,0.99
China,52:08.0,0.99
United States,50:14.0,0.99
Hong Kong,31:09.0,0.99
Finland,47:30.0,0.99
Mexico,16:38.0,0.99
United States,36:50.0,0.99
Canada,31:48.0,0.99
Gambia,16:43.0,0.99
Japan,03:43.0,0.99
Russian Federation,12:42.0,0.99
Austria,22:01.0,0.99
Italy,56:02.0,0.99
Indonesia,11:04.0,0.99
India,24:56.0,0.99
Ecuador,35:28.0,0.99
Indonesia,54:17.0,0.99
Poland,42:43.0,0.99
Brazil,06:24.0,0.99
India,06:41.0,0.99
Yemen,09:49.0,0.99
Nigeria,12:48.0,0.99
Philippines,22:15.0,0.99
Japan,19:19.0,0.99
Brazil,01:48.0,0.99
Pakistan,21:33.0,0.99
Turkey,47:24.0,0.99
Russian Federation,44:30.0,0.99
China,17:22.0,0.99
Iran,11:07.0,0.99
Philippines,37:47.0,0.99
South Africa,39:55.0,0.99
China,42:05.0,0.99
South Korea,45:15.0,0.99
Iran,07:48.0,0.99
Japan,31:20.0,0.99
Russian Federation,48:28.0,0.99
Germany,10:02.0,0.99
Oman,07:07.0,0.99
Peru,26:01.0,0.99
Turkey,24:07.0,0.99
Brazil,29:50.0,0.99
Brazil,45:26.0,0.99
Anguilla,17:08.0,0.99
Philippines,05:20.0,0.99
New Zealand,36:56.0,0.99
Brazil,08:52.0,0.99
China,58:19.0,0.99
Japan,45:13.0,0.99
Philippines,00:11.0,0.99
Peru,35:36.0,0.99
United States,52:01.0,0.99
Japan,30:05.0,0.99
Japan,33:03.0,0.99
Russian Federation,04:18.0,0.99
Canada,42:23.0,0.99
Japan,20:02.0,0.99
China,29:46.0,0.99
South Korea,54:31.0,0.99
China,17:20.0,0.99
India,59:02.0,0.99
Indonesia,50:12.0,0.99
Poland,14:01.0,0.99
South Africa,30:37.0,0.99
Taiwan,39:03.0,0.99
Chile,36:44.0,0.99
Slovakia,44:23.0,0.99
China,58:15.0,0.99
France,02:34.0,0.99
Iran,34:08.0,0.99
Sweden,49:26.0,0.99
Mexico,05:23.0,0.99
China,16:48.0,0.99
French Polynesia,44:56.0,0.99
Peru,38:59.0,0.99
China,36:45.0,0.99
Mexico,00:53.0,0.99
Japan,24:56.0,0.99
Tunisia,09:11.0,0.99
Germany,59:30.0,0.99
Switzerland,30:15.0,0.99
China,40:13.0,0.99
Philippines,17:01.0,0.99
Saudi Arabia,20:13.0,0.99
Yemen,43:52.0,0.99
Turkey,38:17.0,0.99
Ukraine,34:31.0,0.99
Japan,08:10.0,0.99
Iran,19:18.0,0.99
United States,01:52.0,0.99
Sweden,58:10.0,0.99
India,29:28.0,0.99
Argentina,00:36.0,0.99
Indonesia,51:59.0,0.99
Romania,35:54.0,0.99
Ecuador,04:04.0,0.99
Bolivia,51:54.0,0.99
Germany,34:52.0,0.99
United States,40:47.0,0.99
Russian Federation,50:41.0,0.99
Russian Federation,06:25.0,0.99
China,17:05.0,0.99
Russian Federation,17:44.0,0.99
Belarus,57:24.0,0.99
India,04:07.0,0.99
United States,34:53.0,0.99
India,15:01.0,0.99
Indonesia,48:40.0,0.99
India,40:08.0,0.99
India,52:27.0,0.99
Japan,05:18.0,0.99
United States,25:57.0,0.99
Argentina,17:33.0,0.99
France,59:43.0,0.99
China,42:53.0,0.99
India,57:33.0,0.99
Taiwan,28:18.0,0.99
China,16:00.0,0.99
Colombia,21:25.0,0.99
Japan,23:19.0,0.99
Tunisia,34:17.0,0.99
India,47:32.0,0.99
China,29:18.0,0.99
Japan,46:37.0,0.99
Turkey,33:44.0,0.99
Tanzania,29:57.0,0.99
India,43:36.0,0.99
Japan,23:22.0,0.99
Angola,22:05.0,0.99
Russian Federation,41:48.0,0.99
Bulgaria,00:44.0,0.99
Indonesia,33:32.0,0.99
Canada,39:41.0,0.99
Brazil,18:51.0,0.99
China,00:23.0,0.99
Japan,03:55.0,0.99
China,43:30.0,0.99
Brazil,36:04.0,0.99
Belarus,48:13.0,0.99
Argentina,02:42.0,0.99
Philippines,02:17.0,0.99
United States,25:57.0,0.99
Russian Federation,57:22.0,0.99
Philippines,28:31.0,0.99
Iran,00:04.0,0.99
Turkey,48:56.0,0.99
South Africa,32:42.0,0.99
Mozambique,37:20.0,0.99
Colombia,40:54.0,0.99
Nigeria,53:23.0,0.99
Philippines,54:30.0,0.99
India,45:04.0,0.99
China,46:17.0,0.99
South Africa,09:15.0,0.99
Japan,52:36.0,0.99
Faroe Islands,25:12.0,0.99
China,04:29.0,0.99
China,15:38.0,0.99
South Korea,12:01.0,0.99
China,25:21.0,0.99
North Korea,22:45.0,0.99
Taiwan,11:51.0,0.99
Italy,01:10.0,0.99
Brazil,15:14.0,0.99
Zambia,25:07.0,0.99
Lithuania,23:30.0,0.99
Turkey,48:54.0,0.99
Greece,44:30.0,0.99
Japan,50:10.0,0.99
Brazil,25:56.0,0.99
Colombia,24:50.0,0.99
Japan,53:09.0,0.99
Egypt,00:25.0,0.99
Mozambique,24:42.0,0.99
South Africa,22:09.0,0.99
India,05:09.0,0.99
Russian Federation,35:48.0,0.99
Taiwan,23:55.0,0.99
Philippines,43:51.0,0.99
Morocco,44:12.0,0.99
Paraguay,01:49.0,0.99
India,10:39.0,0.99
Brazil,55:30.0,0.99
Switzerland,46:42.0,0.99
Italy,50:54.0,0.99
Indonesia,48:36.0,0.99
Hungary,27:51.0,0.99
Cambodia,12:56.0,0.99
Brunei,45:19.0,0.99
Russian Federation,44:33.0,0.99
South Korea,18:11.0,0.99
Peru,29:47.0,0.99
Ethiopia,40:29.0,0.99
Spain,44:20.0,0.99
Venezuela,20:21.0,0.99
Pakistan,47:15.0,0.99
Saudi Arabia,06:34.0,0.99
Canada,04:03.0,0.99
China,33:38.0,0.99
United States,41:02.0,0.99
Slovakia,31:46.0,0.99
Philippines,11:14.0,0.99
Brazil,41:42.0,0.99
Spain,09:13.0,0.99
Nigeria,42:13.0,0.99
Chile,21:42.0,0.99
South Africa,13:50.0,0.99
Yemen,42:24.0,0.99
Dominican Republic,15:56.0,0.99
China,55:32.0,0.99
United Kingdom,59:37.0,0.99
Netherlands,32:46.0,0.99
India,39:31.0,0.99
Ecuador,40:27.0,0.99
Ecuador,33:09.0,0.99
Kazakstan,15:48.0,0.99
India,53:21.0,0.99
United States,17:14.0,0.99
Brazil,29:53.0,0.99
Germany,48:43.0,0.99
Mexico,18:53.0,0.99
China,16:01.0,0.99
Iran,44:10.0,0.99
South Africa,38:52.0,0.99
Mexico,23:41.0,0.99
Venezuela,48:46.0,0.99
China,41:07.0,0.99
Austria,49:53.0,0.99
Angola,09:14.0,0.99
Sudan,01:00.0,0.99
Dominican Republic,21:17.0,0.99
Germany,32:39.0,0.99
Pakistan,56:42.0,0.99
South Korea,55:15.0,0.99
India,56:10.0,0.99
Colombia,44:30.0,0.99
Hong Kong,15:22.0,0.99
Zambia,42:53.0,0.99
Turkey,50:44.0,0.99
India,27:33.0,0.99
Brazil,05:47.0,0.99
Tanzania,35:27.0,0.99
Taiwan,19:54.0,0.99
Kazakstan,45:36.0,0.99
Argentina,59:24.0,0.99
Russian Federation,40:02.0,0.99
North Korea,59:23.0,0.99
United States,40:56.0,0.99
United States,15:46.0,0.99
Belarus,48:38.0,0.99
Azerbaijan,44:30.0,0.99
Russian Federation,11:59.0,0.99
Russian Federation,19:02.0,0.99
Peru,12:21.0,0.99
France,36:21.0,0.99
Saudi Arabia,38:11.0,0.99
China,07:00.0,0.99
Turkey,00:10.0,0.99
China,45:01.0,0.99
India,05:02.0,0.99
United States,42:38.0,0.99
India,41:27.0,0.99
Venezuela,33:03.0,0.99
Mexico,12:59.0,0.99
Turkey,30:43.0,0.99
United States,44:23.0,0.99
Indonesia,21:20.0,0.99
Netherlands,24:45.0,0.99
India,41:34.0,0.99
Cameroon,54:19.0,0.99
Mexico,47:09.0,0.99
India,20:18.0,0.99
Japan,44:46.0,0.99
India,03:25.0,0.99
United States,41:03.0,0.99
India,44:25.0,0.99
India,02:25.0,0.99
United Kingdom,00:09.0,0.99
Philippines,45:13.0,0.99
Colombia,34:03.0,0.99
Turkey,46:52.0,0.99
China,42:39.0,0.99
Turkey,58:08.0,0.99
Russian Federation,03:37.0,0.99
Philippines,54:59.0,0.99
India,37:11.0,0.99
Peru,03:41.0,0.99
Iraq,01:53.0,0.99
Venezuela,40:06.0,0.99
Bangladesh,37:46.0,0.99
Yemen,49:38.0,0.99
Ukraine,43:04.0,0.99
Japan,24:34.0,0.99
Pakistan,11:48.0,0.99
United Kingdom,57:40.0,0.99
China,35:27.0,0.99
Philippines,48:45.0,0.99
Sudan,36:54.0,0.99
Colombia,15:30.0,0.99
Japan,39:17.0,0.99
Brazil,47:49.0,0.99
Brazil,42:29.0,0.99
India,25:08.0,0.99
Brazil,47:09.0,0.99
India,51:28.0,0.99
Romania,49:23.0,0.99
Sweden,40:43.0,0.99
Iran,27:24.0,0.99
Mexico,44:34.0,0.99
South Korea,22:00.0,0.99
Brazil,52:13.0,0.99
Malaysia,24:35.0,0.99
Malaysia,02:48.0,0.99
India,07:51.0,0.99
India,46:48.0,0.99
Philippines,37:07.0,0.99
Vietnam,07:52.0,0.99
Philippines,32:17.0,0.99
Nigeria,56:25.0,0.99
China,45:29.0,0.99
Sudan,42:30.0,0.99
Brazil,25:33.0,0.99
Japan,34:57.0,0.99
Spain,28:59.0,0.99
Japan,51:36.0,0.99
Peru,17:51.0,0.99
Tunisia,31:29.0,0.99
Japan,42:14.0,0.99
Japan,00:16.0,0.99
Indonesia,20:25.0,0.99
Greenland,20:46.0,0.99
Mexico,03:51.0,0.99
Brazil,31:45.0,0.99
Turkey,58:31.0,0.99
Vietnam,14:24.0,0.99
Canada,13:42.0,0.99
China,08:35.0,0.99
Russian Federation,14:44.0,0.99
Colombia,59:36.0,0.99
Philippines,06:27.0,0.99
Brazil,21:02.0,0.99
China,40:09.0,0.99
Russian Federation,43:53.0,0.99
Mexico,58:59.0,0.99
Tonga,00:39.0,0.99
Mexico,22:00.0,0.99
Sudan,33:18.0,0.99
Colombia,37:38.0,0.99
Colombia,34:47.0,0.99
"Congo, The Democratic Republic of the",06:41.0,0.99
India,12:20.0,0.99
Italy,19:26.0,0.99
China,50:13.0,0.99
United States,40:19.0,0.99
Turkey,37:05.0,0.99
Italy,05:43.0,0.99
India,18:58.0,0.99
Indonesia,17:28.0,0.99
Taiwan,17:59.0,0.99
Argentina,23:52.0,0.99
American Samoa,51:09.0,0.99
Hong Kong,02:37.0,0.99
Brazil,04:08.0,0.99
French Polynesia,08:56.0,0.99
Peru,46:30.0,0.99
India,25:38.0,0.99
Yemen,17:10.0,0.99
United States,05:18.0,0.99
Mexico,28:14.0,0.99
Japan,02:24.0,0.99
Angola,51:15.0,0.99
Iraq,44:30.0,0.99
Iran,16:48.0,0.99
India,42:19.0,0.99
Argentina,40:44.0,0.99
Japan,33:50.0,0.99
United Arab Emirates,30:38.0,0.99
French Polynesia,54:51.0,0.99
Austria,54:40.0,0.99
Spain,22:58.0,0.99
India,36:19.0,0.99
India,04:14.0,0.99
China,04:16.0,0.99
Nigeria,37:12.0,0.99
India,37:08.0,0.99
Mozambique,38:56.0,0.99
United States,33:45.0,0.99
Taiwan,48:26.0,0.99
Brazil,38:36.0,0.99
Indonesia,36:40.0,0.99
Mexico,03:29.0,0.99
China,10:27.0,0.99
Moldova,53:46.0,0.99
Taiwan,30:03.0,0.99
China,08:17.0,0.99
Venezuela,33:03.0,0.99
China,22:53.0,0.99
South Africa,08:09.0,0.99
Algeria,56:18.0,0.99
Lithuania,29:42.0,0.99
China,25:16.0,0.99
Oman,43:53.0,0.99
Netherlands,04:37.0,0.99
Mexico,51:27.0,0.99
Latvia,34:28.0,0.99
Mexico,10:25.0,0.99
Kazakstan,37:59.0,0.99
Greece,42:02.0,0.99
Philippines,21:03.0,0.99
China,42:19.0,0.99
India,01:04.0,0.99
India,33:49.0,0.99
Germany,59:29.0,0.99
Russian Federation,08:06.0,0.99
Russian Federation,15:46.0,0.99
Myanmar,46:06.0,0.99
Mexico,32:52.0,0.99
Nigeria,42:30.0,0.99
China,16:14.0,0.99
Mexico,57:06.0,0.99
India,51:52.0,0.99
United States,05:34.0,0.99
India,07:02.0,0.99
Kuwait,53:21.0,0.99
China,00:46.0,0.99
Sudan,49:50.0,0.99
Kenya,39:11.0,0.99
Kazakstan,33:11.0,0.99
Yugoslavia,21:58.0,0.99
Cambodia,59:51.0,0.99
Italy,46:28.0,0.99
India,01:24.0,0.99
Russian Federation,10:08.0,0.99
Oman,39:52.0,0.99
Vietnam,34:03.0,0.99
Nigeria,15:58.0,0.99
Peru,31:03.0,0.99
Bahrain,12:42.0,0.99
Ukraine,27:25.0,0.99
Afghanistan,41:25.0,0.99
China,32:44.0,0.99
Venezuela,50:57.0,0.99
China,31:52.0,0.99
Belarus,43:59.0,0.99
United States,14:02.0,0.99
Philippines,09:01.0,0.99
Argentina,59:07.0,0.99
Philippines,45:46.0,0.99
Nigeria,34:32.0,0.99
Philippines,08:15.0,0.99
United States,03:56.0,0.99
Philippines,57:52.0,0.99
Philippines,17:31.0,0.99
India,32:14.0,0.99
United Kingdom,40:25.0,0.99
Morocco,40:21.0,0.99
South Africa,59:56.0,0.99
Myanmar,38:01.0,0.99
Taiwan,04:11.0,0.99
United Arab Emirates,04:50.0,0.99
Iran,44:31.0,0.99
Ethiopia,02:11.0,0.99
Gambia,34:27.0,0.99
China,03:05.0,0.99
India,53:46.0,0.99
United Kingdom,52:06.0,0.99
Spain,33:02.0,0.99
Tanzania,44:00.0,0.99
Saudi Arabia,07:45.0,0.99
China,26:01.0,0.99
Brazil,27:01.0,0.99
Ukraine,48:06.0,0.99
Netherlands,55:31.0,0.99
India,30:46.0,0.99
Argentina,01:19.0,0.99
Japan,15:01.0,0.99
Indonesia,42:41.0,0.99
United States,20:14.0,0.99
Taiwan,02:45.0,0.99
Mexico,37:49.0,0.99
Japan,20:14.0,0.99
Philippines,27:36.0,0.99
Turkey,13:29.0,0.99
"Congo, The Democratic Republic of the",39:19.0,0.99
Nigeria,24:14.0,0.99
Philippines,00:59.0,0.99
Mexico,49:30.0,0.99
Indonesia,52:25.0,0.99
China,07:02.0,0.99
Chile,55:55.0,0.99
Brazil,21:12.0,0.99
Puerto Rico,17:02.0,0.99
Brazil,16:48.0,0.99
United States,21:57.0,0.99
Afghanistan,18:31.0,0.99
China,56:02.0,0.99
India,39:03.0,0.99
Turkey,12:36.0,0.99
Pakistan,40:44.0,0.99
Brazil,01:30.0,0.99
Israel,34:47.0,0.99
Hungary,44:30.0,0.99
Japan,49:19.0,0.99
Venezuela,03:26.0,0.99
China,03:29.0,0.99
Philippines,23:14.0,0.99
Japan,10:47.0,0.99
Mexico,25:39.0,0.99
Japan,37:31.0,0.99
Bulgaria,44:30.0,0.99
China,00:19.0,0.99
Brunei,24:51.0,0.99
United States,28:27.0,0.99
Ecuador,45:07.0,0.99
Argentina,34:11.0,0.99
Brazil,07:50.0,0.99
Iran,39:29.0,0.99
Indonesia,02:25.0,0.99
Italy,57:41.0,0.99
India,07:45.0,0.99
United Arab Emirates,19:19.0,0.99
South Africa,57:56.0,0.99
United States,44:14.0,0.99
Mexico,50:56.0,0.99
Argentina,30:00.0,0.99
Estonia,07:35.0,0.99
India,23:46.0,0.99
Russian Federation,16:27.0,0.99
Spain,24:05.0,0.99
China,15:50.0,0.99
India,00:35.0,0.99
United Kingdom,01:21.0,0.99
Runion,55:51.0,0.99
Russian Federation,46:09.0,0.99
Brazil,43:47.0,0.99
Sudan,23:28.0,0.99
China,05:23.0,0.99
United Kingdom,08:05.0,0.99
North Korea,00:22.0,0.99
Russian Federation,55:35.0,0.99
Brazil,07:55.0,0.99
Greenland,14:57.0,0.99
Mexico,40:35.0,0.99
India,09:50.0,0.99
Russian Federation,57:51.0,0.99
India,14:28.0,0.99
Anguilla,57:04.0,0.99
Iran,16:44.0,0.99
Taiwan,24:52.0,0.99
Hong Kong,46:39.0,0.99
Indonesia,19:07.0,0.99
India,16:32.0,0.99
Russian Federation,26:29.0,0.99
Brazil,47:24.0,0.99
India,48:20.0,0.99
Brazil,50:47.0,0.99
Mexico,49:56.0,0.99
South Africa,39:27.0,0.99
United States,51:30.0,0.99
Venezuela,57:14.0,0.99
Kazakstan,07:12.0,0.99
Argentina,52:51.0,0.99
Saudi Arabia,34:59.0,0.99
Indonesia,21:56.0,0.99
Taiwan,02:15.0,0.99
India,40:37.0,0.99
Canada,48:24.0,0.99
Mexico,45:04.0,0.99
Russian Federation,10:36.0,0.99
Cambodia,35:51.0,0.99
Sri Lanka,31:02.0,0.99
Japan,35:54.0,0.99
Brazil,25:25.0,0.99
India,36:32.0,0.99
United States,31:49.0,0.99
China,47:54.0,0.99
France,17:16.0,0.99
Turkey,42:03.0,0.99
Ecuador,10:28.0,0.99
India,36:47.0,0.99
Iran,30:26.0,0.99
Lithuania,17:53.0,0.99
China,57:37.0,0.99
China,29:55.0,0.99
Brazil,02:04.0,0.99
Philippines,23:20.0,0.99
Austria,08:23.0,0.99
Taiwan,16:09.0,0.99
Brazil,12:35.0,0.99
Saudi Arabia,28:35.0,0.99
South Africa,53:40.0,0.99
Brazil,08:04.0,0.99
United States,53:53.0,0.99
Japan,09:15.0,0.99
French Polynesia,28:04.0,0.99
Austria,51:03.0,0.99
United States,12:43.0,0.99
Argentina,14:23.0,0.99
Zambia,44:30.0,0.99
Greece,49:08.0,0.99
Latvia,40:19.0,0.99
China,43:14.0,0.99
Indonesia,52:54.0,0.99
South Africa,25:39.0,0.99
Nigeria,42:49.0,0.99
Italy,18:37.0,0.99
Iran,03:39.0,0.99
Iran,39:37.0,0.99
Japan,46:25.0,0.99
India,34:25.0,0.99
Spain,40:56.0,0.99
Turkey,53:15.0,0.99
Indonesia,45:12.0,0.99
Venezuela,53:13.0,0.99
Turkey,05:34.0,0.99
China,16:56.0,0.99
Tunisia,24:29.0,0.99
Ecuador,59:12.0,0.99
China,26:18.0,0.99
India,14:25.0,0.99
Brazil,21:20.0,0.99
Japan,08:05.0,0.99
Venezuela,13:06.0,0.99
Iran,06:18.0,0.99
Turkey,52:19.0,0.99
Indonesia,58:43.0,0.99
China,09:43.0,0.99
Yemen,43:27.0,0.99
Philippines,01:06.0,0.99
South Africa,53:32.0,0.99
United States,31:04.0,0.99
United States,56:36.0,0.99
Japan,51:06.0,0.99
Philippines,27:31.0,0.99
Philippines,16:00.0,0.99
India,29:17.0,0.99
United States,09:06.0,0.99
Turkey,54:30.0,0.99
United States,32:02.0,0.99
Gambia,23:40.0,0.99
China,40:34.0,0.99
India,19:14.0,0.99
China,32:16.0,0.99
Mexico,02:37.0,0.99
Nigeria,42:40.0,0.99
Vietnam,03:50.0,0.99
United Kingdom,40:30.0,0.99
India,01:59.0,0.99
United Kingdom,58:21.0,0.99
Turkey,01:58.0,0.99
India,41:59.0,0.99
United States,35:35.0,0.99
Japan,05:23.0,0.99
Japan,35:26.0,0.99
Brazil,34:19.0,0.99
India,34:08.0,0.99
Indonesia,37:41.0,0.99
Iran,21:17.0,0.99
Pakistan,24:18.0,0.99
United States,07:59.0,0.99
India,39:30.0,0.99
Brazil,44:50.0,0.99
United States,47:18.0,0.99
Brazil,55:54.0,0.99
Germany,41:51.0,0.99
Bangladesh,05:38.0,0.99
Vietnam,05:38.0,0.99
Cambodia,53:29.0,0.99
Brazil,32:36.0,0.99
Tanzania,36:05.0,0.99
Dominican Republic,54:53.0,0.99
Mexico,34:59.0,0.99
Nigeria,49:26.0,0.99
China,58:55.0,0.99
India,59:49.0,0.99
United States,59:44.0,0.99
Canada,48:05.0,0.99
Mexico,42:36.0,0.99
India,29:16.0,0.99
Japan,02:26.0,0.99
Russian Federation,40:12.0,0.99
United States,27:03.0,0.99
Brazil,16:36.0,0.99
Japan,03:30.0,0.99
Japan,05:30.0,0.99
Anguilla,07:21.0,0.99
Brazil,55:21.0,0.99
Netherlands,29:44.0,0.99
"Congo, The Democratic Republic of the",45:03.0,0.99
Nigeria,17:26.0,0.99
United Kingdom,40:04.0,0.99
Indonesia,28:05.0,0.99
China,39:35.0,0.99
China,34:30.0,0.99
Tuvalu,31:45.0,0.99
Ukraine,50:00.0,0.99
China,00:04.0,0.99
Brazil,06:35.0,0.99
Philippines,40:44.0,0.99
Estonia,20:44.0,0.99
China,11:13.0,0.99
Romania,16:53.0,0.99
China,10:02.0,0.99
Poland,34:00.0,0.99
Italy,04:44.0,0.99
Russian Federation,32:36.0,0.99
India,04:27.0,0.99
Russian Federation,59:13.0,0.99
Canada,06:28.0,0.99
Egypt,53:59.0,0.99
India,33:27.0,0.99
South Africa,22:52.0,0.99
Nigeria,57:56.0,0.99
Switzerland,49:47.0,0.99
Philippines,39:03.0,0.99
Canada,50:54.0,0.99
France,38:46.0,0.99
United States,19:33.0,0.99
Russian Federation,47:34.0,0.99
Japan,09:27.0,0.99
India,58:37.0,0.99
Mexico,51:02.0,0.99
United Kingdom,20:21.0,0.99
Nigeria,22:14.0,0.99
China,19:57.0,0.99
Chile,23:25.0,0.99
Philippines,39:36.0,0.99
Brazil,16:51.0,0.99
Algeria,24:23.0,0.99
Greece,50:38.0,0.99
Russian Federation,45:33.0,0.99
Mexico,57:39.0,0.99
Switzerland,10:38.0,0.99
Saudi Arabia,34:26.0,0.99
United Arab Emirates,17:34.0,0.99
United States,59:36.0,0.99
Tuvalu,13:11.0,0.99
Kuwait,38:33.0,0.99
Canada,54:22.0,0.99
Taiwan,39:08.0,0.99
Turkey,28:23.0,0.99
Azerbaijan,40:38.0,0.99
Malaysia,19:47.0,0.99
Austria,54:09.0,0.99
Venezuela,52:16.0,0.99
Colombia,07:17.0,0.99
Bulgaria,56:49.0,0.99
India,03:46.0,0.99
Egypt,11:03.0,0.99
India,46:26.0,0.99
Cameroon,50:13.0,0.99
Azerbaijan,08:14.0,0.99
India,28:41.0,0.99
Brazil,30:49.0,0.99
India,52:21.0,0.99
India,32:09.0,0.99
Mexico,37:43.0,0.99
Nigeria,55:35.0,0.99
Myanmar,01:49.0,0.99
India,23:37.0,0.99
Cameroon,50:25.0,0.99
Turkey,48:34.0,0.99
Brazil,59:32.0,0.99
Brazil,50:01.0,0.99
Argentina,02:56.0,0.99
Vietnam,55:37.0,0.99
France,38:09.0,0.99
Dominican Republic,04:06.0,0.99
"Congo, The Democratic Republic of the",36:01.0,0.99
Japan,34:31.0,0.99
Ukraine,22:09.0,0.99
Malaysia,33:04.0,0.99
Brazil,25:00.0,0.99
Brazil,27:31.0,0.99
India,36:38.0,0.99
Egypt,59:27.0,0.99
Greenland,42:41.0,0.99
Senegal,44:24.0,0.99
Philippines,50:50.0,0.99
Taiwan,45:03.0,0.99
Egypt,15:56.0,0.99
Morocco,09:20.0,0.99
United Kingdom,33:57.0,0.99
Nigeria,06:01.0,0.99
India,51:40.0,0.99
Philippines,18:21.0,0.99
China,16:13.0,0.99
Brazil,25:43.0,0.99
Philippines,47:15.0,0.99
Japan,55:40.0,0.99
Mexico,16:15.0,0.99
Argentina,14:26.0,0.99
India,06:15.0,0.99
United States,00:54.0,0.99
Senegal,46:50.0,0.99
Mexico,06:47.0,0.99
India,06:14.0,0.99
Thailand,05:45.0,0.99
South Africa,56:38.0,0.99
China,34:23.0,0.99
South Africa,47:56.0,0.99
India,11:25.0,0.99
Kazakstan,50:56.0,0.99
Switzerland,59:08.0,0.99
Morocco,37:16.0,0.99
Brunei,02:48.0,0.99
Japan,30:12.0,0.99
Netherlands,46:10.0,0.99
United States,15:21.0,0.99
China,38:31.0,0.99
India,16:49.0,0.99
Kuwait,44:30.0,0.99
Yemen,34:01.0,0.99
India,47:33.0,0.99
Venezuela,46:40.0,0.99
